微博id,发布者姓名,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
HqkzNqY9U,草莓棉花味的猫,男,北京,2192,143,草莓棉花味的猫:@赛凡科幻空间 发起的#流浪地球# 周边产品众筹的精美纪念品到货，图1是包装盒，十分的结实，图2到图5是买的纪念品，细节完美，用料讲究，可以说性价比很高了，图6和图7是赠送的车卡和明信片，图8和图9是在淘宝店里买的流浪地球电影制作手记，还有附送的海报，希望赛凡以后还能有更多类似的周边产品，我还会支持的。 [组图共9张] 原图 ,无,无,2019/4/19 11:46,红米Redmi,2,0,0
Hqku2xohk,柒柒湾,女,重庆,1377,233,柒柒湾:期待4.23！山支大哥唱响自己的Girl Power！📀#孟美岐 犟#@ #孟美岐童年照# 山支大哥 #孟美岐好好看# 与孟美岐的五年之约～2019还要一起，一封家书！给爸妈的信…小时候和现在都可爱👌-三行情书》中华魔丽迅白牙膏%碧瑶”有种。C位，能穿鞋跳舞了&流浪地球🌍继续努力永不放弃！空中软带舞_直拍！横冲直撞二十岁】 [组图共2张] 原图 ,无,无,2019/4/19 11:32,iPhone客户端,0,0,0
Hqk5KFGQu,河北国资,男,河北,40,10257,河北国资:【金沙江上演史诗级“科幻大片”，有河钢身影】近日，一段介绍#白鹤滩水电站# 建设历程的视频在网上热传。网友看了表示：感觉《流浪地球》里的那些真的可以造出来的啊！这个世界最大在建水电站工程规模宏大，建设速度快，场面十分壮观，让人感觉置身科幻小说当中。@河钢集团 已经研发生产出白鹤滩水电站所需的新钢种，助力百万千瓦发电机组实现用钢国产化。有机会，一定要去金沙江旅个行！看看有河钢钢材参建的超级水电站，感受一下“科幻大片”般的震撼！ [组图共3张] 原图 ,无,无,2019/4/19 10:32,360安全浏览器,2,1,0
Hqk2QsJ0D,Joanna1012,女,湖北,4,6,Joanna1012:电影市场的机遇人民日报都看到了。2018年全国电影总票房超600亿2019年2月单月票房超100亿，比之2011年的全年总票房还多。中国票房榜前两名《战狼2》《流浪地球》虽然题材不同，但都是讲的中国人的拯救。无形之中体现了中国的大国力量可想而知，未来的主流题材无外乎是国家情怀包括最近的《比悲伤》和之前的《前任三》，小众爱情片也大有逆袭之势国产好电影层出不穷，观众的期待值也越来越高，市场大趋势是好的，就看电影人能不能把握的住了。 原图 ,无,无,2019/4/19 10:25,AI实力派 vivo Z1,5,0,0
HqjYvxS8r,阳泉日报--阳泉新闻网,男,山西,397,166931,阳泉日报--阳泉新闻网:【第13届作家榜主榜发布  刘慈欣以《三体》1800万版税高居榜首】世界读书日前夕，一年一度的作家榜重磅发布！4月18日，继明星作家榜、企业家作家榜、童书作家榜等之后，作为压轴的作家榜主榜单公布，我市著名作家刘慈欣以《三体》系列1800万的版税，突破重围，高居榜首。      “第13届作家榜”由封面新闻、华西都市报、大星文化、作家榜经典文库全国独家发布。作家榜自2006年诞生以来，连续13年权威发布，持续推动全民阅读，引爆全球媒体和亿万读者关注华语文学，成为公认的中国文化界奥斯卡。      在备受关注的“第13届作家榜”主榜单，《三体》系列超过了余华、莫言等人的畅销代表作，也遥遥领先于其他多种领域、类型的轻阅读作品。今年因电影《流浪地球》成为大众焦点的刘慈欣，此次因《三体》系列强势登顶！事实上，在此前发布的多届作家榜上，刘慈欣也都是榜上常客。2018年，在“第12届作家榜”主榜单，刘慈欣就曾以1250万版税位列第9位。      此外，在“第13届作家榜” 企业家作家榜单中，阳泉籍人、百度总裁李彦宏的《智能革命》以25万元版税位列榜单第14位。（记者田杰） [组图共3张] 原图 ,无,无,2019/4/19 10:15,微博 weibo.com,11,1,0
HqjYvcpgv,武汉身边事,女,湖北,2747,1113681,武汉身边事:#武汉身边事# 【武汉地下1012.56米啥模样？ 建《流浪地球》中的“地下城”没问题】17日下午，400多箱由钻井挖掘出的岩心样品运抵武汉市测绘研究院，初步揭开长江新城这一带地下千余米的神秘面纱。这是我市城区范围内有史以来最深的钻井岩芯取样， 地质稳定性良好，建高楼没问题。 武汉的地下空间可以开发到什么程度？电影《流浪地球》中的地下城有可能变为现实吗？调查人员坦言，以现在的工程技术手段，可以说是潜力无限大，“现在地下20-30米可以建地铁，方便人们出行。未来，多样化开发的‘地下综合体’是发展大趋势，所以，没有什么不可能实现。”（武汉晚报） [组图共2张] 原图 ,无,无,2019/4/19 10:15,微博 weibo.com,2,2,0
HqjSMk9K2,具体闯天涯,男,其他,1879,263,具体闯天涯:#孟美岐舞蹈# 山支大哥 #孟美岐流浪地球#<给爸妈的信%康师傅冰红茶燃战队代言人*加油*ELLEMEN新青年&跳舞]空中软带舞[岐遇;科颜氏首位美肤体验官<[直拍有种<纽约时装周：巴黎时装周[2019还要一起^时尚家居;用孟美岐的方式说情话~与孟美岐的五年之约>挑战孟美岐的biki照[高洁丝100年品牌大使*个人首封%#孟美岐空中软带舞# 山支大哥 #孟美岐科颜氏首位美肤体验官#%与孟美岐的五年之约*挑战孟美岐的biki照巴黎时装周]与孟美岐的紫色岐遇[给爸妈的信;直拍>时尚家居>2019还要一起^ 原图 ,无,无,2019/4/19 10:00,iPhone客户端,2,0,0
HqjPGxL7s,Su拾柒_,女,河南,812,10516,Su拾柒_:[cp]#孟美岐#[加油]#孟美岐 犟# 山支大哥 #孟美岐加油#首张个人ep>高洁丝100年品牌大使[岐遇%空中软带舞.继续努力永不认输[时尚健康秒切舞蹈%第一之所以为第一;2019还要一起，用孟美岐的方式说情话;流浪地球电子刊>好好看.个人首封]加油童年照%星唇妆[急出东北话%给爸妈的信>幸运球*能穿鞋跳舞了 [/cp] 原图 ,无,无,2019/4/19 9:53,无,4,0,0
HqjJ0iG27,我就是这种女孩jxx,女,山西,443,1241,我就是这种女孩jxx:#孟美岐#山支大哥我来了#孟美岐 犟# 山支大哥 #孟美岐康师傅冰红茶燃战队代言人#继续努力永不认输给爸妈的信]ELLEMEN新青年，伸张~篮球大唱片.时尚健康秒切》挑战孟美岐的biki照;首张个人ep>蒙牛纯甄好喝鉴定官<星唇妆流浪地球，童年照<电子刊*好好看;个人首封&能穿鞋跳舞了^ep《科颜氏首位美肤体验官》三行情书 [组图共2张] 原图 ,无,无,2019/4/19 9:36,华为手机 畅享玩不停,2,0,0
Hqjty1QMX,YOUNEVER__KNOVV,男,江苏,24,6,YOUNEVER__KNOVV:##与孟美岐的五年之约# 山支大哥 #孟美岐撑腰# 直拍%舞台王者】一封家书～C位碧瑶*小时候/跳舞壁纸’中华魔丽迅白牙膏》壁纸和流浪地球🌍蓝色生死恋•童年照…绝美音色。横冲直撞20岁^挑战自我』新歌^硬照杀手！不羡慕生来会被选中 不会向命运低头 我知道你有种💜空中软带舞！岐遇，好好看*生而为赢# 开心你才能 [组图共2张] 原图 ,无,无,2019/4/19 8:58,iPhone客户端,3,0,0
HqiEIz1tE,玉米真香333,男,河北,145,38,玉米真香333:说一点影视观感一部影视，能让人看完一遍还想再看的就是好片，能让人反复看的就是经典。好的影视作品一般都具有或部分具有这样几个特点：蕴藏真善美的主体思想，演员精湛的表演，精炼而富有表现力的语言，牵动观众心理的故事情节，干净细致突出主题的环境。我喜欢的几部电视作品《大染房》、《雍正王朝》、《绝密五四三》《神探狄仁杰第一部》、《舌尖上的中国I》，我都反复看了好多次。《大》剧和《绝》剧充满正能量的主题更为突出，是难得的佳作。反观一些抄的很热、票房很高的电影，比如《流浪地球》，与舆论的热炒相比，观后的心里落差比较大。《战狼2》稍好。总体评价，中肯地说，这些作品只学到了好莱坞大片一点儿皮毛。 ,无,无,2019/4/19 6:53,华为手机 畅享玩不停,2,0,0
HqggBB7Sf,羊驼先·,女,其他,269,141,羊驼先·:#孟美岐碧瑶# 山支大哥 #孟美岐中华魔丽迅白#篮球大唱片]过关~资源%蒙牛纯甄好喝鉴定官[给爸妈的信<空中软带舞^个人首封^继续努力永不认输》三行情书[童年照:时尚健康秒切，岐遇^流浪地球《康师傅冰红茶燃战队代言人*星唇妆%小时候[能穿鞋跳舞了]用孟美岐的方式说情话]电子刊:我从 秒拍 发来一条有趣的视频。 http://t.cn/EX1eCO3（#秒拍#http://t.cn/RIuAZPQ） ,无,无,2019/4/19 0:48,iPhone客户端,0,0,0
HqgdT9OK9,密码器1023,女,浙江,197,96,密码器1023:#孟美岐 犟##孟美岐幸运球# 山支大哥 #孟美岐 犟#挑战孟美岐的biki照.星唇妆*用孟美岐的方式说情话，空中软带舞*三行情书加油;时尚健康秒切篮球大唱片*给爸妈的信熟悉~第一之所以为第一: 犟流浪地球，ep<资源》蒙牛纯甄好喝鉴定官%康师傅冰红茶燃战队代言人《首张个人ep《继续努力永不认输能穿鞋跳舞了》 原图 ,无,无,2019/4/19 0:41,iPhone客户端,1,0,0
Hqg5vF5R3,Dodo漾,女,福建,136,309,Dodo漾:#读书笔记##流浪地球#🌍 “我知道已被忘却 流浪的航程太长太长 但那一时刻要叫我一声啊 当东方再次出现霞光 我知道已被忘却 起航的时代太远太远 但那一时刻要叫我一声啊 当人类又看到了蓝天 我知道已被忘却 太阳系的往事太久太久 但那一时刻要叫我们一声啊 当鲜花重新挂上枝头 ......”每一个日子都那么珍贵，保有希望，美美地过呀！ 原图 ,无,无,2019/4/19 0:21,iPhone客户端,1,0,0
HqdhE74tz,想要拥有100斤车厘子,女,北京,161,18408,想要拥有100斤车厘子:#想念孟美岐的每一天[超话]##孟美岐跳舞# 山支大哥 #孟美岐一封家书# 与孟美岐的五年之约”岐遇，直拍好好看～空中软带舞%有种，碧瑶*流浪地球_横冲直撞二十岁•全能C位！舞台王者。三行情书？中网公益之旅，童年照、中华魔力迅白牙膏&高洁丝100年品牌大使：生而为赢？能穿鞋跳舞了、寄给你全宇宙的爱。 原图 ,无,无,2019/4/18 17:12,想念孟美岐的每一天超话,0,0,0
HqcxkeFJw,杨超越的粉丝1号,女,四川,318,111,杨超越的粉丝1号:#刘慈欣解释三体不能给好莱坞拍#那可能近些年是真的等不到影版《三体》上映了。毕竟《三体》作为一部科幻小说，里面那些很宏大的场面中国还不太能把握好（流浪地球相比以前确实有很大的进步，但是跟欧美那边比还是有很长的路要走）。其次，三体作为一部在外国也有一定知名度的小说，国家应该也是希望把它作为一张名片打出去，所以如果电影质量、特效、演技不过关的话，甚至连国内过审都有难度。最后希望真的能找到一个有才华的导演去导这部片。 ,无,无,2019/4/18 15:18,iPhone客户端,7,1,1
Hqbg6xHVl,幸运水滴,女,其他,231,503,幸运水滴:追剧感受12（1）看完了东风雨，继续回望先生的创作初心。我努力揣摩这朵理想之花的初心。这一次的理想，毫无疑问是电影。这是第一次不为看电影而看电影，而是为了找出点什么。作为观众看电影，其实很简单。好就是好，不好就是不好。至于这个好，每个人的标准或感觉可能不一样。你可以否认某种标准或某种感觉有偏差，但你不能否认众口之铄。世界上，是存在一个公认的好的。如此，我们就需要认真听从所谓的不好。那恰是我们当初没有想到的，恰是我们今后需要改进的。如果整体概括一下观感，从审视的角度概括一下整体观感，我可能会说：用力过猛。第一.体现在大制作上。那是一个大制作的年代。前一年，即2008年中国电影有《长江七号》《功夫之王》《画皮》《赤壁》《叶问》《梅兰芳》《李米的猜想》《证人》《非诚勿扰》等。对于这些电影，我并不是全部了解，但单从名字上来看，梅兰芳、画皮、赤壁、叶问、功夫之王，都不是新主题。观众一听这个主题，哦，不新鲜，没什么好看的。所以，这些电影并不是要靠主题取胜，而是奔着大制作去的。之所以选这些主题，就在于这些主题能铺展开某种场面、某种技能、某种效果，主题本身反倒成了架构场面和效果的载体。是不是有点本末倒置？百度说，所谓大制作电影，通常来讲是指投资大，演员阵容众多，视觉特效震撼，画面制作十分精美经典精细，采用高科技，音效震撼，而且故事情节紧张，扣人心弦，能够给观众带来某种强烈冲击的电影。很显然，除了“故事情节紧张，扣人心弦”，其他都属于制作。似乎，电影就等于制作。先生也说过：电影是放大的艺术。我还是觉得电影应该回归“故事”，也可以说回归“理想”，而不是追求形式上的唯一。报道说，东风雨片中共有150个数字特效镜头，平均不到一分钟就有一个。这些特技场面是由曾为《碟中谍2》制作特技的视觉团队完成。开场的跑狗戏拍摄了20天，后期制作长达1个月，可这段戏在片中仅有4分钟。但是，所有这一切，并未在影片中震撼呈现。从观众角度，也没有特别感觉到特别特别的特效。我暗地里猜想，这种风格其实从骨子里就不适合先生。也许做了，但后期被先生给处理掉了。呵呵。那么，我们是从什么地方感觉到制作方面的“用力过猛”呢？无关的人多，无关的场面多，无关的困难太多。谍战剧的点，恰不应该在这。所以，仅这个感觉侧面就能窥视出制作的用力过猛。另外，影片中范冰冰的装饰很漂亮，各种角度也很精致。但唯独，一说话就觉得轻，语言没有内容。这反过来，也体现出电影对于所谓大明星的故意使用。当然， 这种烧脑的主题本身也不适合形式上的过渡陪衬，而是需要更细腻的内在挖掘。可以对比一下，今年的流浪地球，那么简单粗暴地就上演了。因为它的主题就简单粗暴，所以，必须靠形式上的制作冲击人。即一切都要毁灭了，不需要细腻地解说和演绎，干就完了。 ,无,无,2019/4/18 12:03,微博 weibo.com,0,0,0
